iter	Logloss
359	0.1338775595
360	0.1336146507
361	0.1333668743
362	0.1329765194
363	0.1327919769
364	0.1325729907
365	0.1324469357
366	0.1321456881
367	0.1317870766
368	0.1316483102
369	0.131450453
370	0.1312527248
371	0.1308199757
372	0.1306242567
373	0.1303342537
374	0.1301425656
375	0.1299766559
376	0.129882291
377	0.1296838496
378	0.1293803286
379	0.1292158566
380	0.1290307933
381	0.1287093544
382	0.1285538104
383	0.1284015511
384	0.1281251518
385	0.1279226482
386	0.1277760272
387	0.1275550321
388	0.1273778859
389	0.1271978588
390	0.1271139767
391	0.1269470985
392	0.1265972989
393	0.1263809074
394	0.1262266488
395	0.1260018901
396	0.1257595159
397	0.1256483743
398	0.1254734235
399	0.1249812714
400	0.1248300077
401	0.1246056349
402	0.1244907257
403	0.1242309072
404	0.1241217801
405	0.123918219
406	0.1235470577
407	0.1232760549
408	0.1231309808
409	0.1229167179
410	0.122776219
411	0.1223882421
412	0.1220723052
413	0.1218920704
414	0.1216814189
415	0.1214683453
416	0.1211971793
417	0.1210387826
418	0.1207684529
419	0.1206762734
420	0.120460943
421	0.1202992287
422	0.1199957802
423	0.1198927379
424	0.1197056006
425	0.1192570877
426	0.1190185446
427	0.1186996585
428	0.1185018297
429	0.1183607879
430	0.1181540599
431	0.1179711618
432	0.1177685654
433	0.1176009222
434	0.1173057276
435	0.117093617
436	0.1169014903
437	0.116720154
438	0.1164283411
439	0.1162949331
440	0.116071767
441	0.1159263122
442	0.1157238561
443	0.1154963478
444	0.1153296939
445	0.1152069757
446	0.114983242
447	0.1148156118
448	0.1146867746
449	0.1145603958
450	0.1143714744
451	0.1142323593
452	0.1140793353
453	0.1139758716
454	0.1138727914
455	0.1137143401
456	0.1135850029
457	0.113459162
458	0.113179278
459	0.1129760725
460	0.1128518388
461	0.1126662985
462	0.1124628647
463	0.1123244675
464	0.1121562205
465	0.1119795325
466	0.1117782662
467	0.1116658249
468	0.1114856122
469	0.1113640419
470	0.1112251638
471	0.1109953432
472	0.11091529
473	0.1107434922
474	0.1106144031
475	0.110390213
476	0.110246386
477	0.110133492
478	0.1100671882
479	0.1099328363
480	0.1097854089
481	0.1096746159
482	0.1095385982
483	0.1094016268
484	0.1092458211
485	0.1090621833
486	0.1089096164
487	0.1087993294
488	0.1086657825
489	0.1084386582
490	0.1082159575
491	0.1080444471
492	0.1078277171
493	0.1077810583
494	0.1076064289
495	0.107456761
496	0.107296098
497	0.1071716121
498	0.1071217999
499	0.1069642206
500	0.1069128609
501	0.1067081338
502	0.1065696971
503	0.1062775414
504	0.1061411665
505	0.1060152116
506	0.1058733645
507	0.105778573
508	0.1056899452
509	0.1056191104
510	0.1053960985
511	0.105249092
512	0.1051950066
513	0.1049902903
514	0.1048451822
515	0.1045941266
516	0.1044471154
517	0.1043426205
518	0.1042342236
519	0.1041629119
520	0.1040243791
521	0.1039027694
522	0.1037378068
523	0.1035240491
524	0.1034621816
525	0.1033388285
526	0.1032190248
527	0.1031221626
528	0.1029852419
529	0.1028387375
530	0.1026995299
531	0.102582745
532	0.1024802248
533	0.1023798273
534	0.1021840853
535	0.1020607219
536	0.101901662
537	0.1017603133
538	0.1016319586
539	0.1015421979
540	0.1014081374
541	0.1013022709
542	0.10123949
543	0.1011266457
544	0.1009635786
545	0.1008682775
546	0.1007495511
547	0.1006176032
548	0.1005002092
549	0.1003695883
550	0.100278444
551	0.1001656258
552	0.1000857315
553	0.0999618072
554	0.09980973711
555	0.09966278046
556	0.09953633961
557	0.09946304067
558	0.09934773769
559	0.0992093991
560	0.09914726796
561	0.09907943677
562	0.09891802795
563	0.0986976601
564	0.09858455033
565	0.09851328573
566	0.09833721138
567	0.0982374386
568	0.09808700948
569	0.09803052498
570	0.09794389002
571	0.09786787899
572	0.09765419997
573	0.09752999074
574	0.0974049709
575	0.09729304063
576	0.09713328221
577	0.09702233025
578	0.09691052609
579	0.09681950678
580	0.09672207463
581	0.09665321472
582	0.09648048673
583	0.09640149258
584	0.09628962786
585	0.09619140667
586	0.096065082
587	0.09594029718
588	0.09587883765
589	0.0958274612
590	0.0956867923
591	0.09551026303
592	0.09544679137
593	0.09538873565
594	0.09533331633
595	0.09521733279
596	0.09508409906
597	0.09495099986
598	0.09486784443
599	0.09481446941
600	0.09466812805
601	0.09455357009
602	0.09451969118
603	0.09441397345
604	0.09422310893
605	0.09415029203
606	0.09403957619
607	0.09394506261
608	0.09390606866
609	0.09374709609
610	0.09367393675
611	0.09352314182
612	0.09343080131
613	0.09333687393
614	0.09322811517
615	0.0930027643
616	0.09290202685
617	0.09270582517
618	0.0925313121
619	0.09239893812
620	0.09229736408
621	0.0921853523
622	0.09214087166
623	0.09201914321
624	0.09191096858
625	0.09183362453
626	0.09175178249
627	0.0916933916
628	0.09163526452
629	0.09159535999
630	0.09154553654
631	0.09136197948
632	0.09124754588
633	0.09117767753
634	0.09101355527
635	0.0909130325
636	0.09068280364
637	0.09054918109
638	0.09042787323
639	0.09029724322
640	0.0902091889
641	0.09013249115
642	0.09007414251
643	0.09001379311
644	0.0898981748
645	0.08983291621
646	0.08972530764
647	0.08958718686
648	0.08944288763
649	0.0892616786
650	0.08919568389
651	0.08901665129
652	0.08891299672
653	0.08879158116
654	0.08867031818
655	0.0885596071
656	0.08844630703
657	0.08833549181
658	0.08829923755
659	0.08816981692
660	0.08808944717
661	0.088013537
662	0.08796912868
663	0.0878011751
664	0.08768137404
665	0.08756226111
666	0.08736983064
667	0.08727095028
668	0.08717090457
669	0.08711695385
670	0.08705488326
671	0.08695366147
672	0.08688947788
673	0.08675962081
674	0.08670101059
675	0.08662146003
676	0.08651886696
677	0.08645310545
678	0.08637161535
679	0.08630438376
680	0.08620759933
681	0.08610282879
682	0.08602698288
683	0.08594649809
684	0.08585613481
685	0.0856969559
686	0.08554180953
687	0.08544838277
688	0.08539491527
689	0.08530477664
690	0.08516796483
691	0.08501937271
692	0.08493213548
693	0.08483554649
694	0.08474409042
695	0.08465516291
696	0.08453491085
697	0.08445712931
698	0.0844260406
699	0.08432693725
700	0.08409777083
701	0.08402457075
702	0.08395979304
703	0.08386758423
704	0.08372994573
705	0.08367220577
706	0.08352547672
707	0.08345612762
708	0.08341005028
709	0.08331339801
710	0.08328381497
711	0.08313440533
712	0.08299894872
713	0.08291102356
714	0.08280715109
715	0.08272393169
716	0.08267083946
717	0.08260091094
718	0.08257026833
719	0.08238507375
720	0.0822593683
721	0.08212533625
722	0.08194700141
723	0.08187066943
724	0.08179983968
725	0.08166512112
726	0.08161301447
727	0.08141158753
728	0.08135488962
729	0.08123233456
730	0.08108724166
731	0.08096103313
732	0.08082287028
733	0.08076857978
734	0.08070377917
735	0.08062495747
736	0.08048667145
737	0.0803635928
738	0.08021878416
739	0.0801733757
740	0.0800637174
741	0.0799277259
742	0.07986214762
743	0.07975882341
744	0.07967230781
745	0.07954645565
746	0.079444158
747	0.07936484049
748	0.07930831095
749	0.07920301619
750	0.07910706604
751	0.07898870278
752	0.07890193874
753	0.07887137729
754	0.07883172219
755	0.07876697098
756	0.07869554509
757	0.07858212622
758	0.07850029786
759	0.07837647358
760	0.07833490736
761	0.07820863612
762	0.07803785441
763	0.07800210431
764	0.07788422495
765	0.07770381071
766	0.07759066557
767	0.07752111247
768	0.07745300915
769	0.07738266354
770	0.07724634385
771	0.07711515235
772	0.07704614988
773	0.07699649178
774	0.0769276661
775	0.07686134221
776	0.07666595021
777	0.0766158716
778	0.07652759507
779	0.07642141195
780	0.07630355867
781	0.07625866964
782	0.07613920476
783	0.07606204827
784	0.07599789953
785	0.07588364971
786	0.07578729942
787	0.07567941298
788	0.07557662683
789	0.07546217483
790	0.07539175506
791	0.07535824521
792	0.07526754517
793	0.07513913715
794	0.07509701994
795	0.07497571717
796	0.0748844619
797	0.07469587756
798	0.07465076946
799	0.07458538373
800	0.07452430505
801	0.07444900936
802	0.07425854035
803	0.0741445983
804	0.07400392135
805	0.07392110153
806	0.07369984276
807	0.07364562262
808	0.0735643042
809	0.07335753217
810	0.07327273706
811	0.07319839241
812	0.07311590259
813	0.07304040387
814	0.07295147256
815	0.07288791047
816	0.07278218726
817	0.07272984281
818	0.07255366126
819	0.07248075363
820	0.072314036
821	0.07222101083
822	0.07210738594
823	0.07203677512
824	0.07197046148
825	0.07184947899
826	0.07169577794
827	0.07156562562
828	0.07150465243
829	0.07143743081
830	0.07127481945
831	0.07122718003
832	0.07115146035
833	0.07105742478
834	0.07103480253
835	0.07098987976
836	0.07092027699
837	0.07085016449
838	0.07078580316
839	0.07063145294
840	0.07059357879
841	0.07053370552
842	0.07047936228
843	0.07034103596
844	0.07029001548
845	0.07021609689
846	0.07019441442
847	0.07016294227
848	0.07011474542
849	0.07003847275
850	0.06987139015
851	0.06977507003
852	0.06974570226
853	0.0695605944
854	0.06951838202
855	0.06943947621
856	0.06938590438
857	0.06933343119
858	0.06918495329
859	0.06900526412
860	0.06889899886
861	0.06882476403
862	0.06876982951
863	0.06874514149
864	0.06869931064
865	0.0685954677
866	0.06846023861
867	0.06836853982
868	0.06826529674
869	0.06821072625
870	0.06814646678
871	0.06810070659
872	0.06806824804
873	0.0680128141
874	0.0679729529
875	0.06790431797
876	0.06786870983
877	0.06781073801
878	0.06775475101
879	0.0676989261
880	0.0676822455
881	0.06762708164
882	0.06759800108
883	0.06754837806
884	0.06748427614
885	0.06743278425
886	0.06738050097
887	0.06735255568
888	0.06730133063
889	0.06721558803
890	0.06717132174
891	0.06713851476
892	0.06704996565
893	0.06698944819
894	0.06690583436
895	0.06683536197
896	0.06669624301
897	0.06660672555
898	0.06657901394
899	0.06654253201
900	0.0664567319
901	0.06637419958
902	0.06623538426
903	0.06617610594
904	0.06609151968
905	0.066041405
906	0.0659654468
907	0.06587023566
908	0.06583264889
909	0.06579063217
910	0.06566304355
911	0.06556041581
912	0.06548068524
913	0.06540884523
914	0.06537192947
915	0.06533176631
916	0.06521146909
917	0.06512700014
918	0.0649660008
919	0.06484740464
920	0.06480328755
921	0.06472036414
922	0.06463985143
923	0.06458092797
924	0.06451870843
925	0.06445292505
926	0.06438512245
927	0.06435312152
928	0.06431374365
929	0.0642417347
930	0.06409494944
931	0.06403543964
932	0.06397330229
933	0.06391906805
934	0.0639033899
935	0.06388342269
936	0.06383080197
937	0.06375083816
938	0.06367031269
939	0.06359450999
940	0.06351446513
941	0.06348492199
942	0.06345394214
943	0.0633466546
944	0.06332695107
945	0.06327451825
946	0.06321996134
947	0.06315572141
948	0.06310789885
949	0.06305825267
950	0.06296245596
951	0.06291473258
952	0.06284427983
953	0.06278587039
954	0.06272559702
955	0.06264128792
956	0.06257054104
957	0.06253203434
958	0.06248173096
959	0.06242131811
960	0.06236928082
961	0.06231139276
962	0.06225893033
963	0.06222342449
964	0.06215364512
965	0.06208415283
966	0.0619707876
967	0.06187770515
968	0.0618433809
969	0.06179694698
970	0.06172859624
971	0.06163474499
972	0.06162156427
973	0.06155139285
974	0.06149418016
975	0.06145201754
976	0.06138566869
977	0.06131926229
978	0.06124623368
979	0.06122434259
980	0.06110482764
981	0.0610352118
982	0.06097219425
983	0.06092866982
984	0.0608823707
985	0.06075373754
986	0.06066169643
987	0.06063011529
988	0.06054540898
989	0.06049571932
990	0.06043862371
991	0.06037657322
992	0.06027161053
993	0.06020529495
994	0.06016867854
995	0.06006922283
996	0.0600177456
997	0.05999672141
998	0.05995371176
999	0.05989146508
